"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","94"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Maps/levelsmaterials/level1_material.level1_material","0","0","573","13","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/M_Water_Ocean.M_Water_Ocean","0","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/CyberCar/material/Ceber.Ceber","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/minimap/minimap_mat.minimap_mat","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/checkpoint_next.checkpoint_next","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/checkpoint_passed_not_passed.checkpoint_passed_not_passed","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/MasterSolidColor_2.MasterSolidColor_2","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/MasterSolidColor.MasterSolidColor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/MasterGrid_3.MasterGrid_3","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/MasterGrid.MasterGrid","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde/gray.gray","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde/Concrete.concrete","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","42","1","0.000000","0","46"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/Geometry/Surfaces/Fine_American_Road_00/Road.Road","0","0","148","1","0.000000","0","0"
"/Game/StarterContent/Materials/mapmaterial/models/Medieval_house3/Medieval_house_3.Medieval_house_3","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Shapes/Material.Material","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/VehicleAdv/Materials/Fixed_Template_Master.Fixed_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/VehicleAdv/Materials/Landscape.Landscape","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/mapmaterial/MapLayer.MapLayer","0","0","51","1","0.000000","0","0"
"/Game/StarterContent/Materials/Road.Road","0","0","102","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/MasterGrid_2.MasterGrid_2","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/xrom.xrom","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/Vray__light.Vray__light","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/TRAVIRTIN.TRAVIRTIN","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/Travertin_tiles_1.Travertin_tiles_1","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/Travertin_boz.Travertin_boz","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/Travertin_bejivi.Travertin_bejivi","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/Chrom.Chrom","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Maps/Level2Content/Borde_main/a.a","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Game/VehicleAdv/ArenaMesh/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Winter/pr_background_mountain_e_M_winter.pr_background_mountain_e_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Winter/pr_background_mountain_d_M_winter.pr_background_mountain_d_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Winter/pr_background_mountain_c_M_winter.pr_background_mountain_c_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Winter/pr_background_mountain_b_M_winter.pr_background_mountain_b_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Winter/pr_background_mountain_a_M_winter.pr_background_mountain_a_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_e_M_summer.pr_background_mountain_e_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_d_M_summer.pr_background_mountain_d_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_c_M_summer.pr_background_mountain_c_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_b_M_summer.pr_background_mountain_b_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Summer/pr_background_mountain_a_M_summer.pr_background_mountain_a_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Spring/pr_background_mountain_e_M_spring.pr_background_mountain_e_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Spring/pr_background_mountain_d_M_spring.pr_background_mountain_d_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Spring/pr_background_mountain_c_M_spring.pr_background_mountain_c_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Spring/pr_background_mountain_b_M_spring.pr_background_mountain_b_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Spring/pr_background_mountain_a_M_spring.pr_background_mountain_a_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Fall/pr_background_mountain_e_M_fall.pr_background_mountain_e_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Fall/pr_background_mountain_d_M_fall.pr_background_mountain_d_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Fall/pr_background_mountain_c_M_fall.pr_background_mountain_c_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Fall/pr_background_mountain_b_M_fall.pr_background_mountain_b_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mountain_Fall/pr_background_mountain_a_M_fall.pr_background_mountain_a_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_e_M_summer.Mobile_mountain_e_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_d_M_summer.Mobile_mountain_d_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_c_M_summer.Mobile_mountain_c_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_b_M_summer.Mobile_mountain_b_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_a_M_summer.Mobile_mountain_a_M_summer","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_desert.Mobile_desert","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Desert/desert_outer_mesh_splat_map.desert_outer_mesh_splat_map","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_canyon_c.Mobile_canyon_c","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Canyon/canyon_outer_mesh_3_splat_map.canyon_outer_mesh_3_splat_map","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_canyon_b.Mobile_canyon_b","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Canyon/canyon_outer_mesh_2_splat_map.canyon_outer_mesh_2_splat_map","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_canyon_a.Mobile_canyon_a","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Canyon/canyon_outer_mesh_1_splat_map.canyon_outer_mesh_1_splat_map","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_afghan_b.Mobile_afghan_b","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Afghan/afghan_mountain_b.afghan_mountain_b","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_afghan_a.Mobile_afghan_a","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Afghan/afghan_mountain_a.afghan_mountain_a","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Meshes/template_yellow.template_yellow","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Meshes/template_white.template_white","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Meshes/template_red.template_red","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/billboard_snow.billboard_snow","0","0","70","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/billboard.billboard","0","0","70","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/billboard_fall.billboard_fall","0","0","70","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Splat_maps/mountain_e.mountain_e","0","0","24","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Splat_maps/mountain_d.mountain_d","0","0","12","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Splat_maps/mountain_c.mountain_c","0","0","12","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Splat_maps/mountain_b.mountain_b","0","0","12","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Splat_maps/mountain_a_splat.mountain_a_splat","0","0","24","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_e_M_winter.Mobile_mountain_e_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_e_M_spring.Mobile_mountain_e_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_e_M_fall.Mobile_mountain_e_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_d_M_winter.Mobile_mountain_d_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_d_M_spring.Mobile_mountain_d_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_d_M_fall.Mobile_mountain_d_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_c_M_winter.Mobile_mountain_c_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_c_M_spring.Mobile_mountain_c_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_c_M_fall.Mobile_mountain_c_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_b_M_winter.Mobile_mountain_b_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_b_M_spring.Mobile_mountain_b_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_b_M_fall.Mobile_mountain_b_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_a_M_winter.Mobile_mountain_a_M_winter","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_a_M_spring.Mobile_mountain_a_M_spring","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/Mobile/Mobile_mountain_a_M_fall.Mobile_mountain_a_M_fall","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/winter_terrain.winter_terrain","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/summer_terrain.summer_terrain","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/desert_terrain.desert_terrain","0","0","21","1","0.000000","0","0"
"/Game/PhotoR_Backgrounds/Materials/afghan_terrain.afghan_terrain","0","0","42","1","0.000000","0","0"
